State,StateFIPS,CountyFIPS,AreaName,All_Poverty,M_Poverty,F_Poverty
SD,46,089,"McPherson County, South Dakota",478,306,172
SD,46,091,"Marshall County, South Dakota",701,296,405
SD,46,093,"Meade County, South Dakota",2764,1272,1492
SD,46,095,"Mellette County, South Dakota",921,437,484
SD,46,097,"Miner County, South Dakota",234,119,115
SD,46,099,"Minnehaha County, South Dakota",20578,9155,11423
SD,46,101,"Moody County, South Dakota",910,441,469
SD,46,102,"Oglala Lakota County, South Dakota",7482,3403,4079
SD,46,103,"Pennington County, South Dakota",13079,5673,7406
SD,46,105,"Perkins County, South Dakota",396,193,203
SD,46,107,"Potter County, South Dakota",255,141,114
SD,46,109,"Roberts County, South Dakota",2031,969,1062
SD,46,111,"Sanborn County, South Dakota",238,121,117
SD,46,115,"Spink County, South Dakota",798,340,458
SD,46,117,"Stanley County, South Dakota",240,94,146
SD,46,119,"Sully County, South Dakota",74,36,38
SD,46,121,"Todd County, South Dakota",4471,2116,2355
SD,46,123,"Tripp County, South Dakota",1212,535,677
SD,46,125,"Turner County, South Dakota",761,305,456
SD,46,127,"Union County, South Dakota",783,292,491
SD,46,129,"Walworth County, South Dakota",650,241,409
SD,46,135,"Yankton County, South Dakota",2993,1298,1695
SD,46,137,"Ziebach County, South Dakota",1103,507,596
TN,47,001,"Anderson County, Tennessee",13309,5830,7479
TN,47,003,"Bedford County, Tennessee",7727,3542,4185
TN,47,005,"Benton County, Tennessee",3667,1733,1934
TN,47,007,"Bledsoe County, Tennessee",2697,1234,1463
TN,47,009,"Blount County, Tennessee",17305,7389,9916
TN,47,011,"Bradley County, Tennessee",19357,8597,10760
TN,47,013,"Campbell County, Tennessee",9203,4004,5199
TN,47,015,"Cannon County, Tennessee",2500,1154,1346
TN,47,017,"Carroll County, Tennessee",5713,2656,3057
TN,47,019,"Carter County, Tennessee",13021,6094,6927
TN,47,021,"Cheatham County, Tennessee",5396,2410,2986
TN,47,023,"Chester County, Tennessee",3516,1579,1937
TN,47,025,"Claiborne County, Tennessee",6658,2951,3707
TN,47,027,"Clay County, Tennessee",1801,820,981
TN,47,029,"Cocke County, Tennessee",9111,4022,5089
TN,47,031,"Coffee County, Tennessee",9818,4470,5348
TN,47,033,"Crockett County, Tennessee",2838,1340,1498
TN,47,035,"Cumberland County, Tennessee",9300,4080,5220
TN,47,037,"Davidson County, Tennessee",116031,52503,63528
TN,47,039,"Decatur County, Tennessee",2470,1098,1372
TN,47,041,"DeKalb County, Tennessee",3887,1562,2325
TN,47,043,"Dickson County, Tennessee",8116,3460,4656
TN,47,045,"Dyer County, Tennessee",6646,2680,3966
TN,47,047,"Fayette County, Tennessee",5351,2427,2924
TN,47,049,"Fentress County, Tennessee",4577,2281,2296
TN,47,051,"Franklin County, Tennessee",6669,2889,3780
TN,47,053,"Gibson County, Tennessee",9080,3806,5274
TN,47,055,"Giles County, Tennessee",4627,2011,2616
TN,47,057,"Grainger County, Tennessee",4647,2091,2556
TN,47,059,"Greene County, Tennessee",13647,6146,7501
TN,47,061,"Grundy County, Tennessee",3797,1683,2114
TN,47,063,"Hamblen County, Tennessee",13193,6285,6908
TN,47,065,"Hamilton County, Tennessee",54036,23604,30432
TN,47,067,"Hancock County, Tennessee",1793,706,1087
TN,47,069,"Hardeman County, Tennessee",5636,2479,3157
TN,47,071,"Hardin County, Tennessee",5920,2494,3426
TN,47,073,"Hawkins County, Tennessee",10661,4410,6251
TN,47,075,"Haywood County, Tennessee",4107,1758,2349
TN,47,077,"Henderson County, Tennessee",5925,2512,3413
TN,47,079,"Henry County, Tennessee",5862,2421,3441
TN,47,081,"Hickman County, Tennessee",4738,2218,2520
TN,47,083,"Houston County, Tennessee",1860,949,911
TN,47,085,"Humphreys County, Tennessee",2856,1312,1544
TN,47,087,"Jackson County, Tennessee",3034,1443,1591
TN,47,089,"Jefferson County, Tennessee",8343,3626,4717
TN,47,091,"Johnson County, Tennessee",4123,1916,2207
TN,47,093,"Knox County, Tennessee",69061,31168,37893
TN,47,095,"Lake County, Tennessee",1319,538,781
TN,47,097,"Lauderdale County, Tennessee",6532,2877,3655
TN,47,099,"Lawrence County, Tennessee",8443,3608,4835
TN,47,101,"Lewis County, Tennessee",2292,1189,1103
TN,47,103,"Lincoln County, Tennessee",5517,2540,2977
TN,47,105,"Loudon County, Tennessee",7185,3503,3682
TN,47,107,"McMinn County, Tennessee",10220,4598,5622
TN,47,109,"McNairy County, Tennessee",5319,2199,3120
TN,47,111,"Macon County, Tennessee",4218,1836,2382
TN,47,113,"Madison County, Tennessee",18521,7912,10609
TN,47,115,"Marion County, Tennessee",5350,2191,3159
TN,47,117,"Marshall County, Tennessee",4986,2160,2826
TN,47,119,"Maury County, Tennessee",12667,5701,6966
TN,47,121,"Meigs County, Tennessee",2377,906,1471
TN,47,123,"Monroe County, Tennessee",8627,4032,4595
TN,47,125,"Montgomery County, Tennessee",28750,12557,16193
TN,47,127,"Moore County, Tennessee",668,268,400
TN,47,129,"Morgan County, Tennessee",4185,2019,2166
TN,47,131,"Obion County, Tennessee",6309,2881,3428
TN,47,133,"Overton County, Tennessee",4668,2273,2395
TN,47,135,"Perry County, Tennessee",1995,865,1130
TN,47,137,"Pickett County, Tennessee",808,315,493
TN,47,139,"Polk County, Tennessee",3094,1481,1613
TN,47,141,"Putnam County, Tennessee",17830,8209,9621
TN,47,143,"Rhea County, Tennessee",7664,3510,4154
TN,47,145,"Roane County, Tennessee",9620,4479,5141
TN,47,147,"Robertson County, Tennessee",8005,3441,4564
TN,47,149,"Rutherford County, Tennessee",34475,15822,18653
TN,47,151,"Scott County, Tennessee",5903,2663,3240
TN,47,153,"Sequatchie County, Tennessee",2335,979,1356
TN,47,155,"Sevier County, Tennessee",14128,6136,7992
TN,47,157,"Shelby County, Tennessee",196471,87291,109180
TN,47,159,"Smith County, Tennessee",3066,1307,1759
TN,47,161,"Stewart County, Tennessee",2560,1236,1324
TN,47,163,"Sullivan County, Tennessee",26924,12365,14559
TN,47,165,"Sumner County, Tennessee",15644,6676,8968
TN,47,167,"Tipton County, Tennessee",8292,3516,4776
TN,47,169,"Trousdale County, Tennessee",1345,614,731
TN,47,171,"Unicoi County, Tennessee",3974,1790,2184
TN,47,173,"Union County, Tennessee",4036,1575,2461
TN,47,175,"Van Buren County, Tennessee",988,523,465
TN,47,177,"Warren County, Tennessee",8329,3964,4365
TN,47,179,"Washington County, Tennessee",21842,9588,12254
TN,47,181,"Wayne County, Tennessee",3211,1619,1592
TN,47,183,"Weakley County, Tennessee",6075,2810,3265
TN,47,185,"White County, Tennessee",5011,2341,2670
TN,47,187,"Williamson County, Tennessee",10054,4225,5829
TN,47,189,"Wilson County, Tennessee",12132,4886,7246
TX,48,001,"Anderson County, Texas",8274,3779,4495
TX,48,003,"Andrews County, Texas",2032,832,1200
TX,48,005,"Angelina County, Texas",16497,7061,9436
TX,48,007,"Aransas County, Texas",4509,2097,2412
TX,48,009,"Archer County, Texas",862,352,510
TX,48,011,"Armstrong County, Texas",130,49,81
TX,48,013,"Atascosa County, Texas",7619,3141,4478
TX,48,015,"Austin County, Texas",3289,1377,1912
TX,48,017,"Bailey County, Texas",1319,500,819
TX,48,019,"Bandera County, Texas",2662,1322,1340
TX,48,021,"Bastrop County, Texas",10664,4867,5797
TX,48,023,"Baylor County, Texas",423,143,280
TX,48,025,"Bee County, Texas",5274,2344,2930
TX,48,027,"Bell County, Texas",48543,21926,26617
TX,48,029,"Bexar County, Texas",312088,140680,171408
TX,48,031,"Blanco County, Texas",954,451,503
TX,48,033,"Borden County, Texas",10,5,5
TX,48,035,"Bosque County, Texas",2549,1144,1405
TX,48,037,"Bowie County, Texas",16693,7537,9156
TX,48,039,"Brazoria County, Texas",35762,16016,19746
TX,48,041,"Brazos County, Texas",53207,25213,27994
TX,48,043,"Brewster County, Texas",1238,508,730
TX,48,045,"Briscoe County, Texas",307,156,151
TX,48,047,"Brooks County, Texas",2726,1476,1250
TX,48,049,"Brown County, Texas",6581,2868,3713
TX,48,051,"Burleson County, Texas",2761,1259,1502
TX,48,053,"Burnet County, Texas",6989,3317,3672
TX,48,055,"Caldwell County, Texas",7169,3540,3629
TX,48,057,"Calhoun County, Texas",4136,1987,2149
TX,48,059,"Callahan County, Texas",2548,1107,1441
TX,48,061,"Cameron County, Texas",139768,63753,76015
TX,48,063,"Camp County, Texas",2454,1046,1408
TX,48,065,"Carson County, Texas",435,202,233
TX,48,067,"Cass County, Texas",5915,2548,3367
TX,48,069,"Castro County, Texas",1339,672,667
TX,48,071,"Chambers County, Texas",3921,1677,2244
TX,48,073,"Cherokee County, Texas",10688,4875,5813
TX,48,075,"Childress County, Texas",1177,573,604
TX,48,077,"Clay County, Texas",1246,620,626
TX,48,079,"Cochran County, Texas",591,267,324
TX,48,081,"Coke County, Texas",361,152,209
TX,48,083,"Coleman County, Texas",1924,720,1204
TX,48,085,"Collin County, Texas",64824,30107,34717
TX,48,087,"Collingsworth County, Texas",675,229,446
TX,48,089,"Colorado County, Texas",3081,1430,1651
TX,48,091,"Comal County, Texas",10423,4122,6301
TX,48,093,"Comanche County, Texas",3107,1420,1687
TX,48,095,"Concho County, Texas",298,81,217
TX,48,097,"Cooke County, Texas",5292,2322,2970
TX,48,099,"Coryell County, Texas",8631,3528,5103
TX,48,101,"Cottle County, Texas",340,167,173
TX,48,103,"Crane County, Texas",606,236,370
TX,48,105,"Crockett County, Texas",635,239,396
TX,48,107,"Crosby County, Texas",1358,544,814
TX,48,109,"Culberson County, Texas",677,307,370
TX,48,111,"Dallam County, Texas",1183,511,672
TX,48,113,"Dallas County, Texas",472926,211723,261203
TX,48,115,"Dawson County, Texas",1924,729,1195
TX,48,117,"Deaf Smith County, Texas",3955,1687,2268
TX,48,119,"Delta County, Texas",1177,554,623
TX,48,121,"Denton County, Texas",63220,27578,35642
TX,48,123,"DeWitt County, Texas",2817,1289,1528
TX,48,125,"Dickens County, Texas",417,192,225
TX,48,127,"Dimmit County, Texas",2003,721,1282
TX,48,129,"Donley County, Texas",585,247,338
TX,48,131,"Duval County, Texas",2617,1093,1524
TX,48,133,"Eastland County, Texas",3162,1312,1850
TX,48,135,"Ector County, Texas",19162,7745,11417
TX,48,137,"Edwards County, Texas",205,105,100
TX,48,139,"Ellis County, Texas",18755,8310,10445
TX,48,141,"El Paso County, Texas",185728,81700,104028
TX,48,143,"Erath County, Texas",9340,3732,5608
TX,48,145,"Falls County, Texas",3417,1589,1828
TX,48,147,"Fannin County, Texas",5305,2544,2761
TX,48,149,"Fayette County, Texas",3021,1282,1739
TX,48,151,"Fisher County, Texas",666,252,414
TX,48,153,"Floyd County, Texas",1375,613,762
TX,48,155,"Foard County, Texas",114,52,62
TX,48,157,"Fort Bend County, Texas",53761,23618,30143
TX,48,159,"Franklin County, Texas",1726,878,848
TX,48,161,"Freestone County, Texas",2683,1178,1505
TX,48,163,"Frio County, Texas",3321,1607,1714
TX,48,165,"Gaines County, Texas",2177,1018,1159
TX,48,167,"Galveston County, Texas",41985,18622,23363
TX,48,169,"Garza County, Texas",432,204,228
TX,48,171,"Gillespie County, Texas",2791,1403,1388
TX,48,173,"Glasscock County, Texas",40,20,20
TX,48,175,"Goliad County, Texas",1358,685,673
TX,48,177,"Gonzales County, Texas",4009,1702,2307
TX,48,179,"Gray County, Texas",2824,1266,1558
TX,48,181,"Grayson County, Texas",19420,8783,10637
TX,48,183,"Gregg County, Texas",21769,9209,12560
TX,48,185,"Grimes County, Texas",4701,2278,2423
TX,48,187,"Guadalupe County, Texas",13924,5939,7985
TX,48,189,"Hale County, Texas",7548,3137,4411
TX,48,191,"Hall County, Texas",844,417,427
TX,48,193,"Hamilton County, Texas",1159,545,614
TX,48,195,"Hansford County, Texas",939,455,484
TX,48,197,"Hardeman County, Texas",585,284,301
TX,48,199,"Hardin County, Texas",6684,2682,4002
TX,48,201,"Harris County, Texas",774568,348592,425976
TX,48,203,"Harrison County, Texas",11151,5009,6142
TX,48,205,"Hartley County, Texas",295,123,172
TX,48,207,"Haskell County, Texas",1030,467,563
TX,48,209,"Hays County, Texas",28783,12839,15944
TX,48,211,"Hemphill County, Texas",502,266,236
TX,48,213,"Henderson County, Texas",14572,6271,8301
TX,48,215,"Hidalgo County, Texas",277104,126943,150161
TX,48,217,"Hill County, Texas",7049,3091,3958
TX,48,219,"Hockley County, Texas",3297,1407,1890
TX,48,221,"Hood County, Texas",6161,2476,3685
TX,48,223,"Hopkins County, Texas",6972,2980,3992
TX,48,225,"Houston County, Texas",4918,1850,3068
TX,48,227,"Howard County, Texas",4787,1873,2914
TX,48,229,"Hudspeth County, Texas",1192,491,701
TX,48,231,"Hunt County, Texas",16112,7513,8599
TX,48,233,"Hutchinson County, Texas",3493,1394,2099
TX,48,235,"Irion County, Texas",191,84,107
TX,48,237,"Jack County, Texas",1324,576,748
TX,48,239,"Jackson County, Texas",1765,582,1183
TX,48,241,"Jasper County, Texas",5912,2342,3570
TX,48,243,"Jeff Davis County, Texas",123,60,63
TX,48,245,"Jefferson County, Texas",47095,19637,27458
TX,48,247,"Jim Hogg County, Texas",915,479,436
TX,48,249,"Jim Wells County, Texas",9128,4274,4854
TX,48,251,"Johnson County, Texas",18392,7958,10434
TX,48,253,"Jones County, Texas",2285,894,1391
TX,48,255,"Karnes County, Texas",3079,1427,1652
TX,48,257,"Kaufman County, Texas",15016,6368,8648
TX,48,259,"Kendall County, Texas",2862,1312,1550
TX,48,261,"Kenedy County, Texas",151,67,84
TX,48,263,"Kent County, Texas",74,31,43
TX,48,265,"Kerr County, Texas",7718,3243,4475
TX,48,267,"Kimble County, Texas",912,401,511
TX,48,269,"King County, Texas",19,10,9
TX,48,271,"Kinney County, Texas",572,280,292
TX,48,273,"Kleberg County, Texas",7849,3836,4013
TX,48,275,"Knox County, Texas",605,223,382
TX,48,277,"Lamar County, Texas",9076,3850,5226
TX,48,279,"Lamb County, Texas",3173,1511,1662
TX,48,281,"Lampasas County, Texas",2923,1347,1576
TX,48,283,"La Salle County, Texas",972,456,516
TX,48,285,"Lavaca County, Texas",1765,684,1081
TX,48,287,"Lee County, Texas",2374,1078,1296
TX,48,289,"Leon County, Texas",2322,990,1332
TX,48,291,"Liberty County, Texas",12548,5484,7064
TX,48,293,"Limestone County, Texas",5189,2600,2589
TX,48,295,"Lipscomb County, Texas",317,120,197
TX,48,297,"Live Oak County, Texas",1567,738,829
TX,48,299,"Llano County, Texas",2841,1108,1733
TX,48,301,"Loving County, Texas",33,24,9
TX,48,303,"Lubbock County, Texas",54155,24959,29196
TX,48,305,"Lynn County, Texas",1106,451,655
TX,48,307,"McCulloch County, Texas",1522,645,877
TX,48,309,"McLennan County, Texas",49881,22723,27158
TX,48,311,"McMullen County, Texas",92,45,47
TX,48,313,"Madison County, Texas",1938,925,1013
TX,48,315,"Marion County, Texas",2264,742,1522
TX,48,317,"Martin County, Texas",692,335,357
TX,48,319,"Mason County, Texas",577,284,293
TX,48,321,"Matagorda County, Texas",7833,3539,4294
TX,48,323,"Maverick County, Texas",14872,6275,8597
TX,48,325,"Medina County, Texas",6656,2989,3667
TX,48,327,"Menard County, Texas",317,114,203
TX,48,329,"Midland County, Texas",13238,5140,8098
TX,48,331,"Milam County, Texas",4159,1650,2509
TX,48,333,"Mills County, Texas",688,223,465
TX,48,335,"Mitchell County, Texas",766,274,492
TX,48,337,"Montague County, Texas",2878,1274,1604
TX,48,339,"Montgomery County, Texas",59856,27146,32710
TX,48,341,"Moore County, Texas",4421,2081,2340
TX,48,343,"Morris County, Texas",2346,1000,1346
TX,48,345,"Motley County, Texas",181,89,92
TX,48,347,"Nacogdoches County, Texas",14752,6761,7991
TX,48,349,"Navarro County, Texas",9794,4323,5471
TX,48,351,"Newton County, Texas",1798,877,921
TX,48,353,"Nolan County, Texas",3108,1410,1698
TX,48,355,"Nueces County, Texas",61965,27065,34900
TX,48,357,"Ochiltree County, Texas",1447,605,842
TX,48,359,"Oldham County, Texas",214,72,142
TX,48,361,"Orange County, Texas",12691,5723,6968
TX,48,363,"Palo Pinto County, Texas",5425,2473,2952
TX,48,365,"Panola County, Texas",3509,1196,2313
TX,48,367,"Parker County, Texas",11785,4602,7183
TX,48,369,"Parmer County, Texas",1696,751,945
TX,48,371,"Pecos County, Texas",1643,728,915
TX,48,373,"Polk County, Texas",7279,3252,4027
TX,48,375,"Potter County, Texas",25466,10956,14510
TX,48,377,"Presidio County, Texas",1586,643,943
TX,48,379,"Rains County, Texas",1206,514,692
TX,48,381,"Randall County, Texas",13076,5425,7651
TX,48,383,"Reagan County, Texas",552,277,275
TX,48,385,"Real County, Texas",541,242,299
TX,48,387,"Red River County, Texas",2321,1053,1268
TX,48,389,"Reeves County, Texas",1895,825,1070
TX,48,391,"Refugio County, Texas",1203,573,630
TX,48,393,"Roberts County, Texas",14,9,5
TX,48,395,"Robertson County, Texas",2841,1286,1555
TX,48,397,"Rockwall County, Texas",5310,2397,2913
TX,48,399,"Runnels County, Texas",2071,964,1107
TX,48,401,"Rusk County, Texas",8510,3598,4912
TX,48,403,"Sabine County, Texas",2840,1363,1477
TX,48,405,"San Augustine County, Texas",2105,978,1127
TX,48,407,"San Jacinto County, Texas",5419,2160,3259
TX,48,409,"San Patricio County, Texas",9949,4153,5796
TX,48,411,"San Saba County, Texas",792,416,376
TX,48,413,"Schleicher County, Texas",630,214,416
TX,48,415,"Scurry County, Texas",1527,555,972
TX,48,417,"Shackelford County, Texas",635,340,295
TX,48,419,"Shelby County, Texas",5553,2706,2847
TX,48,421,"Sherman County, Texas",376,117,259
TX,48,423,"Smith County, Texas",37048,16944,20104
TX,48,425,"Somervell County, Texas",1158,406,752
TX,48,427,"Starr County, Texas",22663,9955,12708
TX,48,429,"Stephens County, Texas",1751,749,1002
TX,48,431,"Sterling County, Texas",208,100,108
TX,48,433,"Stonewall County, Texas",264,155,109
TX,48,435,"Sutton County, Texas",328,151,177
TX,48,437,"Swisher County, Texas",1595,708,887
TX,48,439,"Tarrant County, Texas",283264,129036,154228
TX,48,441,"Taylor County, Texas",22395,9712,12683
TX,48,443,"Terrell County, Texas",186,58,128
TX,48,445,"Terry County, Texas",1756,726,1030
TX,48,447,"Throckmorton County, Texas",199,81,118
TX,48,449,"Titus County, Texas",6848,3136,3712
TX,48,451,"Tom Green County, Texas",16202,7037,9165
TX,48,453,"Travis County, Texas",180220,84267,95953
TX,48,455,"Trinity County, Texas",2381,1166,1215
TX,48,457,"Tyler County, Texas",3159,1489,1670
TX,48,459,"Upshur County, Texas",5322,2251,3071
TX,48,461,"Upton County, Texas",657,278,379
TX,48,463,"Uvalde County, Texas",5248,2307,2941
TX,48,465,"Val Verde County, Texas",9738,4303,5435
TX,48,467,"Van Zandt County, Texas",8787,3991,4796
TX,48,469,"Victoria County, Texas",14531,6219,8312
TX,48,471,"Walker County, Texas",12642,5139,7503
TX,48,473,"Waller County, Texas",7505,3529,3976
TX,48,475,"Ward County, Texas",1831,905,926
TX,48,477,"Washington County, Texas",4325,1895,2430
TX,48,479,"Webb County, Texas",82307,36856,45451
TX,48,481,"Wharton County, Texas",7178,3232,3946
TX,48,483,"Wheeler County, Texas",862,419,443
TX,48,485,"Wichita County, Texas",20712,8817,11895
TX,48,487,"Wilbarger County, Texas",2275,1155,1120
TX,48,489,"Willacy County, Texas",7604,3426,4178
TX,48,491,"Williamson County, Texas",35014,15936,19078
TX,48,493,"Wilson County, Texas",4783,2127,2656
TX,48,495,"Winkler County, Texas",1040,370,670
TX,48,497,"Wise County, Texas",7015,2646,4369
TX,48,499,"Wood County, Texas",6073,2621,3452
TX,48,501,"Yoakum County, Texas",979,308,671
TX,48,503,"Young County, Texas",2751,1308,1443
TX,48,505,"Zapata County, Texas",5334,2552,2782
TX,48,507,"Zavala County, Texas",3943,1409,2534
UT,49,001,"Beaver County, Utah",797,374,423
UT,49,003,"Box Elder County, Utah",4779,2317,2462
UT,49,005,"Cache County, Utah",17713,8262,9451
UT,49,007,"Carbon County, Utah",3113,1350,1763
UT,49,009,"Daggett County, Utah",47,11,36
UT,49,011,"Davis County, Utah",24718,10960,13758
UT,49,013,"Duchesne County, Utah",2019,821,1198
UT,49,015,"Emery County, Utah",1188,482,706
UT,49,017,"Garfield County, Utah",873,358,515
UT,49,019,"Grand County, Utah",1740,877,863
UT,49,021,"Iron County, Utah",9727,4998,4729
UT,49,023,"Juab County, Utah",1464,746,718
UT,49,025,"Kane County, Utah",562,233,329
UT,49,027,"Millard County, Utah",1602,713,889
UT,49,029,"Morgan County, Utah",557,262,295
UT,49,031,"Piute County, Utah",376,190,186
UT,49,033,"Rich County, Utah",333,115,218
UT,49,035,"Salt Lake County, Utah",131630,61427,70203
UT,49,037,"San Juan County, Utah",4149,1972,2177
UT,49,039,"Sanpete County, Utah",4043,1618,2425
UT,49,041,"Sevier County, Utah",2973,1222,1751
UT,49,043,"Summit County, Utah",3001,1546,1455
UT,49,045,"Tooele County, Utah",4339,1877,2462
UT,49,047,"Uintah County, Utah",3261,1530,1731
UT,49,049,"Utah County, Utah",71110,33388,37722
UT,49,051,"Wasatch County, Utah",2633,1199,1434
UT,49,053,"Washington County, Utah",21893,10244,11649
UT,49,055,"Wayne County, Utah",414,214,200
UT,49,057,"Weber County, Utah",30547,14446,16101
VA,51,001,"Accomack County, Virginia",6384,2475,3909
VA,51,003,"Albemarle County, Virginia",9714,4431,5283
VA,51,005,"Alleghany County, Virginia",2682,1184,1498
VA,51,007,"Amelia County, Virginia",1471,792,679
VA,51,009,"Amherst County, Virginia",4086,2099,1987
VA,51,011,"Appomattox County, Virginia",2668,1172,1496
VA,51,013,"Arlington County, Virginia",19996,9134,10862
VA,51,015,"Augusta County, Virginia",6694,2535,4159
VA,51,017,"Bath County, Virginia",347,185,162
VA,51,019,"Bedford County, Virginia",7372,3436,3936
VA,51,021,"Bland County, Virginia",621,287,334
VA,51,023,"Botetourt County, Virginia",2701,1248,1453
VA,51,025,"Brunswick County, Virginia",3298,1396,1902
VA,51,027,"Buchanan County, Virginia",5841,2717,3124
VA,51,029,"Buckingham County, Virginia",2867,1283,1584
VA,51,031,"Campbell County, Virginia",7309,3096,4213
VA,51,033,"Caroline County, Virginia",3601,1521,2080
VA,51,035,"Carroll County, Virginia",5017,2237,2780
VA,51,036,"Charles City County, Virginia",933,379,554
VA,51,037,"Charlotte County, Virginia",2589,1050,1539
VA,51,041,"Chesterfield County, Virginia",24002,10156,13846
VA,51,043,"Clarke County, Virginia",1556,734,822
VA,51,045,"Craig County, Virginia",611,218,393
VA,51,047,"Culpeper County, Virginia",4320,1806,2514
VA,51,049,"Cumberland County, Virginia",1996,1065,931
VA,51,051,"Dickenson County, Virginia",3225,1513,1712
VA,51,053,"Dinwiddie County, Virginia",4061,1686,2375
VA,51,057,"Essex County, Virginia",1533,584,949
VA,51,059,"Fairfax County, Virginia",66762,29498,37264
VA,51,061,"Fauquier County, Virginia",3762,1662,2100
VA,51,063,"Floyd County, Virginia",1551,803,748
VA,51,065,"Fluvanna County, Virginia",1618,666,952
VA,51,067,"Franklin County, Virginia",8123,3695,4428
VA,51,069,"Frederick County, Virginia",5247,2162,3085
VA,51,071,"Giles County, Virginia",1891,851,1040
VA,51,073,"Gloucester County, Virginia",2735,1165,1570
VA,51,075,"Goochland County, Virginia",1163,520,643
VA,51,077,"Grayson County, Virginia",3244,1359,1885
VA,51,079,"Greene County, Virginia",1853,751,1102
VA,51,081,"Greensville County, Virginia",1490,497,993
VA,51,083,"Halifax County, Virginia",6675,3041,3634
VA,51,085,"Hanover County, Virginia",5976,2392,3584
VA,51,087,"Henrico County, Virginia",33914,14118,19796
VA,51,089,"Henry County, Virginia",9520,4167,5353
VA,51,091,"Highland County, Virginia",282,88,194
VA,51,093,"Isle of Wight County, Virginia",4137,1943,2194
VA,51,095,"James City County, Virginia",5648,2559,3089
VA,51,097,"King and Queen County, Virginia",949,470,479
VA,51,099,"King George County, Virginia",1366,522,844
VA,51,101,"King William County, Virginia",1897,835,1062
VA,51,103,"Lancaster County, Virginia",1246,551,695
VA,51,105,"Lee County, Virginia",6027,2490,3537
VA,51,107,"Loudoun County, Virginia",14047,5850,8197
VA,51,109,"Louisa County, Virginia",3385,1584,1801
VA,51,111,"Lunenburg County, Virginia",2279,1015,1264
VA,51,113,"Madison County, Virginia",1613,725,888
VA,51,115,"Mathews County, Virginia",613,274,339
VA,51,117,"Mecklenburg County, Virginia",5975,2697,3278
VA,51,119,"Middlesex County, Virginia",982,462,520
VA,51,121,"Montgomery County, Virginia",21707,11805,9902
VA,51,125,"Nelson County, Virginia",2159,1131,1028
VA,51,127,"New Kent County, Virginia",1327,485,842
VA,51,131,"Northampton County, Virginia",2730,1193,1537
VA,51,133,"Northumberland County, Virginia",1352,537,815
VA,51,135,"Nottoway County, Virginia",3444,1760,1684
VA,51,137,"Orange County, Virginia",4105,1637,2468
VA,51,139,"Page County, Virginia",3880,1813,2067
VA,51,141,"Patrick County, Virginia",3818,1918,1900
VA,51,143,"Pittsylvania County, Virginia",9944,3897,6047
VA,51,145,"Powhatan County, Virginia",1252,476,776
VA,51,147,"Prince Edward County, Virginia",3883,1503,2380
VA,51,149,"Prince George County, Virginia",3370,1612,1758
VA,51,153,"Prince William County, Virginia",28739,12982,15757
VA,51,155,"Pulaski County, Virginia",4506,2063,2443
VA,51,157,"Rappahannock County, Virginia",733,323,410
VA,51,159,"Richmond County, Virginia",748,289,459
VA,51,161,"Roanoke County, Virginia",7607,3482,4125
VA,51,163,"Rockbridge County, Virginia",3085,1379,1706
VA,51,165,"Rockingham County, Virginia",8471,3839,4632
VA,51,167,"Russell County, Virginia",5777,2322,3455
VA,51,169,"Scott County, Virginia",4406,1945,2461
VA,51,171,"Shenandoah County, Virginia",5138,2009,3129
VA,51,173,"Smyth County, Virginia",5815,2757,3058
VA,51,175,"Southampton County, Virginia",2649,1175,1474
VA,51,177,"Spotsylvania County, Virginia",10396,4565,5831
VA,51,179,"Stafford County, Virginia",6948,2928,4020
VA,51,181,"Surry County, Virginia",881,403,478
VA,51,183,"Sussex County, Virginia",1362,439,923
VA,51,185,"Tazewell County, Virginia",7518,3186,4332
VA,51,187,"Warren County, Virginia",3696,1533,2163
VA,51,191,"Washington County, Virginia",6845,3161,3684
VA,51,193,"Westmoreland County, Virginia",2323,1045,1278
VA,51,195,"Wise County, Virginia",8414,3646,4768
VA,51,197,"Wythe County, Virginia",4356,2050,2306
VA,51,199,"York County, Virginia",4198,1815,2383
VA,51,510,"Alexandria city, Virginia",12359,4903,7456
VA,51,520,"Bristol city, Virginia",3496,1410,2086
VA,51,530,"Buena Vista city, Virginia",1755,529,1226
VA,51,540,"Charlottesville city, Virginia",10995,5182,5813
VA,51,550,"Chesapeake city, Virginia",21734,8627,13107
VA,51,570,"Colonial Heights city, Virginia",1974,837,1137
VA,51,580,"Covington city, Virginia",1437,587,850
VA,51,590,"Danville city, Virginia",9629,4000,5629
VA,51,595,"Emporia city, Virginia",1907,862,1045
VA,51,600,"Fairfax city, Virginia",1593,831,762
VA,51,610,"Falls Church city, Virginia",361,124,237
VA,51,620,"Franklin city, Virginia",1762,962,800
VA,51,630,"Fredericksburg city, Virginia",4108,1727,2381
VA,51,640,"Galax city, Virginia",1766,913,853
VA,51,650,"Hampton city, Virginia",20187,8590,11597
VA,51,660,"Harrisonburg city, Virginia",14326,6628,7698
VA,51,670,"Hopewell city, Virginia",4165,1792,2373
VA,51,678,"Lexington city, Virginia",678,205,473
VA,51,680,"Lynchburg city, Virginia",16775,7243,9532
VA,51,683,"Manassas city, Virginia",3945,1572,2373
VA,51,685,"Manassas Park city, Virginia",1232,646,586
VA,51,690,"Martinsville city, Virginia",3105,1269,1836
VA,51,700,"Newport News city, Virginia",26984,11787,15197
